Product_ID,Stock_Quantity,Reorder_Level,Reorder_Quantity,Date_Received,Expiration_Date,Warehouse_Location
37-666-3902,19,73,60,2024-03-12,2024-06-12,85276 Lakewood Gardens Alley
73-942-0508,61,100,94,2024-07-20,2024-10-04,1034 2nd Point
57-359-3397,43,40,30,2024-07-13,2024-12-19,81071 West Alley
46-436-5351,80,54,21,2024-08-24,2024-04-16,226 Calypso Road
27-881-1177,34,47,99,2025-01-23,2024-11-23,1223 Monument Drive
85-237-3505,88,50,88,2024-08-23,2024-11-03,20073 Northfield Way
80-371-3695,89,42,76,2024-12-15,2024-12-10,163 Esch Pass
04-758-0410,26,21,47,2024-08-03,2024-05-02,5 Toban Circle
65-644-1394,26,95,36,2024-07-29,2025-02-10,582 Dahle Center
04-293-6969,37,38,24,2024-06-15,2024-08-20,0 Oak Valley Lane
40-997-2786,76,98,41,2024-11-14,2024-10-14,5551 Mallory Lane
91-553-1774,80,43,80,2024-06-26,2024-04-12,84 Washington Crossing
13-980-8804,100,3,32,2024-08-19,2025-02-10,41 Nelson Center
19-672-8982,21,87,67,2025-01-03,2024-03-31,285 East Plaza
35-299-0889,33,78,79,2024-11-05,2024-04-21,95 Packers Lane
17-022-9721,43,63,99,2024-11-08,2025-01-12,39 Dahle Alley
22-849-2551,34,1,79,2024-06-12,2024-09-08,81533 John Wall Court
53-050-8242,82,25,94,2024-03-30,2025-02-15,9 Cordelia Trail
88-183-5781,17,63,3,2024-08-02,2024-12-27,46 Delaware Place
09-101-1740,36,81,54,2024-07-07,2024-08-31,96629 Nova Plaza
98-445-7372,65,79,52,2024-05-12,2024-05-30,8531 Manley Court
29-875-6900,45,28,6,2024-03-18,2024-08-22,2 Sachtjen Park
27-757-4489,35,78,68,2024-04-12,2024-07-04,27535 Morrow Avenue
51-069-0489,96,83,50,2024-10-04,2024-05-30,3 Anthes Place
20-325-1965,56,75,13,2024-09-04,2024-05-21,78884 Union Street
76-090-4411,49,94,18,2024-12-12,2024-04-16,15 Loomis Avenue
01-703-8441,100,10,89,2024-04-23,2024-06-21,4029 Lotheville Pass
09-622-7119,30,81,99,2024-07-22,2024-06-15,665 Sommers Circle
45-172-7012,20,91,12,2024-11-26,2024-12-01,11 Kedzie Avenue
06-849-4869,85,15,16,2024-05-13,2024-07-15,041 Paget Alley
30-996-2526,86,90,39,2024-10-20,2024-09-07,77 Monterey Avenue
71-074-6292,65,79,49,2024-04-02,2024-10-17,338 Annamark Court
98-909-9395,67,98,92,2024-04-22,2024-12-07,43 Heath Street
61-796-6540,88,4,79,2024-04-24,2024-08-14,126 Spohn Plaza
41-735-9837,14,77,78,2024-08-02,2024-09-01,2374 Chive Court
60-343-3288,85,92,66,2024-03-28,2024-05-03,6 Hanover Terrace
27-783-5470,74,65,5,2025-01-30,2024-03-16,6 Tony Junction
60-456-8169,21,28,72,2025-01-28,2024-02-25,710 Service Park
99-420-3592,22,24,94,2024-07-19,2024-11-13,206 Pine View Junction
35-836-6718,91,14,99,2025-02-10,2025-01-22,05 Canary Circle
51-273-4240,85,57,25,2025-02-18,2024-06-20,7 Prairieview Place
38-924-3007,12,28,11,2024-05-18,2024-04-17,6 Anthes Court
52-123-8039,43,65,66,2024-12-21,2025-01-16,7 Schiller Court
34-131-8805,92,92,28,2025-01-21,2024-12-22,44249 Sutteridge Crossing
28-505-8317,23,85,94,2024-10-12,2025-01-28,848 Old Gate Parkway
41-594-5069,77,1,41,2024-11-05,2024-03-21,9 Clemons Hill
94-658-4945,65,10,81,2024-08-27,2024-05-08,15 Veith Circle
69-561-2496,82,29,62,2024-08-08,2024-12-09,154 Delladonna Hill
98-858-6323,20,17,71,2024-10-22,2024-11-16,80729 Homewood Plaza
92-995-8689,31,65,94,2024-12-03,2024-03-06,1 Merchant Circle
43-164-5984,36,75,35,2024-04-13,2024-11-23,70862 Lighthouse Bay Junction
58-122-2282,59,20,17,2024-12-06,2024-06-12,96 American Ash Center
84-269-9130,11,10,80,2024-06-05,2024-08-02,49263 Graceland Pass
11-922-3342,24,77,32,2024-03-18,2024-03-04,094 Carberry Lane
60-550-4771,75,80,87,2024-07-06,2024-08-24,1 Monica Lane
88-951-9038,11,72,5,2024-07-08,2025-02-11,5 Anderson Trail
08-114-3922,60,64,36,2024-09-02,2025-02-15,709 Vidon Avenue
70-145-2550,91,6,37,2024-05-01,2024-08-06,5141 Anniversary Crossing
51-761-6320,43,78,85,2024-03-09,2024-06-22,587 Vermont Terrace
55-803-3964,25,60,36,2025-02-16,2024-10-30,149 Valley Edge Point
11-815-7923,96,9,57,2025-01-26,2024-08-06,89 Springs Alley
83-966-3280,30,29,70,2024-06-22,2024-09-20,0743 4th Place
29-592-7315,56,4,74,2024-03-15,2024-09-22,21625 Schlimgen Park
65-235-7676,91,71,17,2025-01-10,2024-06-03,31208 Westerfield Way
40-683-0283,27,64,78,2024-08-17,2024-05-23,322 Birchwood Center
83-553-9523,28,90,70,2024-11-05,2025-01-28,84336 Haas Place
40-793-7235,92,67,51,2024-04-05,2024-05-19,68086 Crowley Circle
74-666-5671,37,33,80,2024-12-21,2024-05-04,11263 Kipling Hill
90-865-9150,28,24,97,2024-09-22,2024-07-09,00029 Fisk Point
46-255-3073,30,42,8,2024-05-02,2024-07-11,57 Eastwood Junction
11-155-7826,98,83,5,2024-07-06,2024-12-26,321 Barby Parkway
99-543-5039,65,88,20,2025-01-28,2024-07-29,71796 Waubesa Terrace
99-033-5661,42,3,21,2024-09-19,2024-09-25,289 Longview Point
28-608-0039,63,60,54,2024-12-26,2024-04-15,31057 Roth Place
35-529-2933,85,54,18,2024-07-28,2024-07-13,2 School Drive
83-321-7887,44,75,72,2024-12-14,2024-08-02,35598 Fuller Terrace
43-910-2342,26,69,90,2024-12-12,2024-07-19,46758 Hallows Center
21-633-8696,49,59,73,2024-04-18,2024-05-26,08492 Gateway Terrace
76-401-7083,59,79,87,2024-09-03,2024-07-31,31892 Pennsylvania Street
92-551-8504,19,81,33,2024-06-29,2024-12-24,461 Bluejay Circle
76-264-0748,47,41,63,2024-04-15,2025-01-09,55 Morning Terrace
88-586-8797,98,62,97,2024-03-30,2025-02-09,9469 Bayside Plaza
21-993-5632,51,72,85,2024-03-23,2024-10-23,16730 Luster Alley
27-681-5588,100,99,8,2025-02-19,2024-12-07,498 Delladonna Drive
23-265-8144,55,50,56,2024-06-01,2024-10-25,14042 Dottie Avenue
26-134-9069,14,87,8,2024-03-10,2025-01-30,4929 Westend Point
76-623-7844,29,33,88,2024-07-19,2024-05-15,868 Swallow Point
88-977-0175,100,1,26,2024-08-02,2024-07-19,7561 5th Terrace
12-714-5135,49,28,74,2025-01-09,2024-04-25,2003 Delladonna Pass
43-153-8268,75,61,19,2025-02-23,2024-10-02,29815 Bonner Trail
95-130-9020,82,12,94,2024-02-28,2025-01-21,2 Canary Street
82-678-8097,68,82,58,2024-04-08,2024-04-05,6172 Hovde Circle
21-693-8216,70,96,85,2024-02-26,2024-10-27,32468 Utah Pass
56-831-6199,49,48,62,2024-09-16,2024-08-14,1247 Hoard Hill
81-268-5905,89,26,36,2024-10-24,2024-06-14,85953 Clyde Gallagher Drive
41-237-5498,88,53,44,2025-01-04,2025-02-06,29817 Coleman Drive
32-987-5559,39,88,100,2024-11-25,2024-05-15,7 Hallows Alley
71-436-5841,87,91,94,2024-07-04,2024-06-25,52 Victoria Plaza
63-890-1246,93,50,43,2024-06-27,2024-10-09,3 Melrose Trail
65-368-2479,23,21,59,2024-08-15,2024-10-07,231 Merry Pass
74-562-7431,94,34,21,2024-03-18,2024-11-01,79 Ronald Regan Avenue
51-583-6029,38,43,91,2024-04-20,2025-02-18,83894 Delaware Plaza
06-996-3221,11,9,65,2024-10-13,2024-06-10,579 Schlimgen Alley
96-334-2593,60,27,58,2024-12-26,2024-11-19,9559 Muir Trail
58-219-0241,50,36,81,2024-09-26,2024-06-04,938 Garrison Court
87-272-6544,90,3,49,2024-05-06,2025-02-13,4 Nelson Alley
95-357-2870,86,80,80,2024-03-18,2024-05-20,87 Corben Street
88-401-3700,86,66,24,2024-07-29,2025-01-20,39014 Randy Court
72-404-5581,54,17,90,2025-01-23,2025-02-08,879 Amoth Terrace
11-766-8738,27,64,43,2024-11-14,2024-03-22,20 Nelson Way
15-796-3130,50,58,78,2024-10-14,2024-05-29,85 Lunder Court
73-751-4393,68,10,29,2024-10-31,2024-03-23,03 Roth Court
62-100-2245,22,60,73,2024-07-09,2024-07-12,56830 Fremont Road
08-961-3009,50,14,6,2024-06-02,2024-09-08,01 Gateway Plaza
33-440-2588,26,12,43,2025-01-17,2025-02-24,4 6th Plaza
24-009-1208,62,31,24,2024-04-30,2025-02-06,99 Duke Lane
71-300-2191,79,72,6,2024-07-11,2024-05-01,7 Heffernan Drive
74-430-8245,73,90,77,2024-02-26,2024-03-06,7 Roxbury Circle
68-636-4774,18,50,77,2024-11-03,2025-02-19,7744 Oxford Pass
38-655-2312,79,74,87,2024-08-07,2024-10-18,17 Reinke Circle
16-632-1308,23,13,15,2024-03-27,2024-11-21,60094 Goodland Junction
37-606-0510,18,64,86,2024-09-13,2024-11-09,53 Homewood Alley
36-296-9609,24,35,14,2024-05-04,2024-12-01,7 Rutledge Pass
22-329-7791,53,41,30,2024-03-16,2024-09-19,50687 Porter Park
56-894-3733,85,83,13,2024-04-05,2025-02-02,897 Independence Circle
06-858-5680,15,34,57,2024-08-22,2025-01-16,49476 Tony Hill
71-954-4501,66,49,41,2024-06-27,2024-07-26,290 Rusk Avenue
12-046-2988,17,63,66,2025-01-25,2024-11-21,931 Browning Center
95-356-1566,13,61,77,2024-07-22,2025-01-29,622 Buena Vista Trail
34-291-4939,34,49,27,2024-03-09,2025-02-13,983 Sommers Circle
35-621-2546,85,89,41,2024-04-22,2025-02-15,3 Fairfield Center
21-013-3508,12,95,49,2024-06-09,2024-11-10,84305 Fair Oaks Plaza
38-049-9319,82,6,53,2024-11-07,2024-05-09,6 Lillian Junction
94-697-2396,71,97,44,2024-11-27,2024-07-07,44 Thompson Terrace
33-807-7247,58,17,26,2024-06-23,2025-01-03,63464 Jana Court
62-816-8794,15,76,81,2024-11-16,2025-02-06,04 Blaine Lane
33-507-9886,68,25,16,2024-04-04,2024-06-27,0584 Lindbergh Alley
40-003-7322,13,32,79,2024-05-07,2024-10-11,2693 6th Court
95-090-2788,45,7,58,2024-09-02,2024-08-26,0313 Rockefeller Street
06-503-5891,40,22,74,2024-03-22,2024-03-16,49646 Derek Lane
38-555-9147,62,23,25,2024-07-23,2024-03-08,0 Oneill Hill
64-854-8664,79,3,36,2024-08-16,2024-08-30,76 Independence Drive
50-942-2409,75,91,68,2024-10-31,2024-12-10,7182 Summit Court
17-493-4579,76,8,2,2024-10-04,2024-05-28,4627 Amoth Circle
10-854-5467,96,51,40,2024-03-16,2024-11-26,3 Oakridge Parkway
11-604-6002,69,17,27,2025-01-14,2024-05-29,17640 Cottonwood Place
44-305-1866,48,71,86,2024-04-29,2024-08-29,51205 Rieder Junction
49-730-0159,82,3,82,2024-10-03,2024-08-26,09189 2nd Drive
70-534-7796,43,21,31,2025-02-19,2025-01-17,76106 Anthes Junction
95-738-4658,90,68,74,2024-04-02,2024-10-30,35 Golf Course Alley
20-405-4865,13,39,98,2024-06-02,2024-09-18,36483 Burning Wood Pass
79-428-8753,62,79,95,2024-05-16,2024-12-30,9 Holmberg Circle
10-626-8536,17,85,74,2024-05-01,2024-03-30,38583 2nd Pass
27-216-9671,100,86,94,2024-08-11,2024-06-04,4 Browning Terrace
14-489-8669,54,69,68,2024-07-24,2024-05-13,21629 Burrows Pass
46-632-8420,98,24,4,2024-03-08,2024-05-23,9 Meadow Ridge Center
39-192-3521,20,9,12,2024-06-26,2024-03-16,428 Oriole Avenue
94-528-8088,43,7,63,2024-09-26,2024-03-08,21379 Stoughton Junction
74-305-1263,29,91,48,2024-10-05,2024-08-16,744 Lakewood Gardens Crossing
53-151-5726,37,45,62,2024-12-08,2024-04-20,84239 Meadow Vale Trail
02-085-7218,85,28,32,2025-01-17,2025-01-28,2835 Schlimgen Parkway
77-777-4536,26,67,46,2024-12-08,2024-04-04,4784 Farmco Alley
86-482-6451,91,78,61,2024-05-05,2024-08-10,5501 Fuller Way
36-127-4273,50,46,38,2024-10-01,2024-07-31,10342 Division Place
03-061-1344,98,65,76,2024-09-27,2024-06-27,96420 Briar Crest Lane
97-300-7511,37,53,61,2024-04-03,2024-03-21,45190 Fordem Court
83-108-1174,78,68,68,2024-09-12,2024-12-25,3 Monument Street
38-664-2155,48,27,73,2025-01-13,2024-05-30,843 Pepper Wood Hill
80-459-5950,74,10,74,2024-07-27,2024-03-20,5 Killdeer Trail
93-015-0811,18,7,58,2024-11-26,2024-06-26,1 Pleasure Hill
02-888-9412,95,66,69,2024-06-08,2025-02-04,880 Calypso Road
10-218-2680,39,93,57,2024-06-04,2025-01-03,6810 Aberg Junction
30-964-2694,48,72,55,2024-09-18,2024-06-30,39 Dovetail Terrace
15-144-9413,58,15,87,2024-07-10,2024-07-29,3 Buhler Place
17-253-5688,39,55,39,2024-08-15,2024-06-20,7 Hooker Way
31-608-1445,84,28,29,2025-02-09,2024-12-14,227 Tennyson Plaza
51-934-9117,30,55,4,2024-08-25,2025-01-31,05944 Scott Parkway
72-810-9753,14,84,15,2025-01-28,2024-12-12,545 Farwell Lane
53-146-9979,21,15,27,2025-02-05,2024-08-08,42 Mandrake Alley
46-622-3434,17,19,74,2024-10-04,2024-07-23,2 Miller Lane
47-843-8207,34,92,26,2024-09-01,2024-12-27,01 Northfield Road
29-135-0791,56,48,82,2024-10-18,2025-01-11,97 Utah Lane
45-194-4094,64,71,69,2024-10-10,2024-10-10,2 Scofield Street
09-712-3630,87,62,2,2024-07-09,2024-09-30,10 Golf Course Hill
56-213-0577,24,25,52,2024-05-25,2024-09-17,851 Hollow Ridge Center
78-956-4737,47,1,60,2025-01-29,2024-04-18,9 Burrows Junction
29-436-6570,61,8,45,2024-06-20,2024-09-17,30590 Bowman Alley
04-038-1547,48,2,16,2024-03-26,2024-06-08,76 Shelley Pass
76-476-9996,37,96,82,2024-10-06,2024-12-06,0 Larry Terrace
43-469-7551,45,36,97,2024-12-27,2025-01-25,760 Butternut Plaza
15-169-8058,87,97,28,2024-06-12,2024-04-18,26160 Independence Alley
37-567-3218,37,47,34,2024-07-30,2024-07-20,153 Caliangt Plaza
92-455-2959,59,62,57,2024-09-11,2024-02-25,0 Ohio Hill
75-672-4378,62,40,86,2024-07-15,2024-06-05,4 Esch Point
66-806-6051,63,12,82,2024-09-23,2024-05-23,8 Kensington Place
65-527-9488,38,72,39,2024-07-10,2024-10-10,23704 Algoma Park
36-840-2728,76,21,3,2025-01-21,2024-03-14,08545 Lillian Street
07-389-5740,34,94,69,2025-01-03,2024-07-17,59 Veith Center
13-144-2169,25,62,11,2024-10-01,2024-09-07,52 Namekagon Junction
13-798-3397,86,16,37,2024-03-27,2024-12-20,93321 Kennedy Point
85-806-0613,41,21,47,2024-03-07,2024-04-26,9269 Main Trail
67-248-6306,77,54,10,2024-07-27,2024-12-22,05 Bartelt Street
47-866-6589,41,61,69,2024-07-26,2024-07-27,30880 Barnett Junction
91-127-7489,44,8,52,2024-05-11,2024-08-04,43211 Anzinger Drive
90-343-9640,53,89,100,2024-07-01,2024-10-06,3622 Anhalt Lane
01-018-6418,68,29,100,2024-11-13,2024-07-16,481 Mifflin Hill
80-375-9075,96,34,57,2024-11-23,2024-06-19,3831 Goodland Road
80-227-6886,33,4,31,2024-03-13,2024-06-14,4374 Corry Terrace
15-562-3712,33,89,15,2024-08-27,2024-10-28,1 Hudson Hill
10-137-9759,90,17,17,2024-03-31,2024-03-10,402 Kings Road
69-171-1305,31,29,57,2024-10-26,2024-10-11,9951 Petterle Alley
83-117-7658,92,3,81,2024-04-05,2024-12-19,0282 Emmet Hill
74-642-2435,66,31,18,2024-04-06,2024-04-08,6292 Chive Street
10-445-0741,83,17,39,2024-06-03,2024-03-31,31 Loomis Park
80-658-6456,84,9,46,2024-06-08,2024-12-10,44051 Old Shore Junction
81-354-4203,76,57,78,2024-06-18,2024-04-28,12 Luster Terrace
08-573-9997,26,1,9,2025-02-10,2024-12-02,03 Little Fleur Pass
74-610-2295,61,31,100,2024-12-30,2024-09-26,87 Bluestem Parkway
76-070-1411,15,75,78,2025-02-01,2025-02-14,87578 Stoughton Parkway
61-582-7399,73,83,74,2024-03-29,2024-07-22,8 Hanover Center
42-674-3917,41,76,47,2024-09-15,2024-06-06,78 Forest Dale Road
05-899-1428,14,75,10,2024-10-04,2024-07-01,591 Maple Junction
74-548-9313,99,59,12,2024-06-24,2025-02-12,1 Judy Street
20-448-2972,80,6,92,2025-01-14,2024-09-16,49770 Hoffman Court
63-162-9244,49,89,65,2024-05-24,2024-05-17,04 Rockefeller Terrace
91-417-0366,25,74,100,2024-06-07,2024-12-04,1 Elmside Parkway
60-311-5701,39,78,97,2024-10-29,2024-07-17,9 Meadow Vale Drive
36-899-5324,94,58,17,2024-08-01,2024-12-19,3 Bashford Court
22-266-9291,11,17,59,2024-07-20,2024-04-08,111 David Hill
76-584-4790,21,52,80,2024-06-03,2025-01-01,1170 Shasta Circle
82-948-2298,38,91,94,2024-07-12,2024-11-21,555 Butternut Hill
97-283-4840,58,23,66,2024-04-29,2025-02-24,7232 Ridgeway Center
17-395-1121,85,16,74,2024-11-18,2024-12-03,8 Oriole Terrace
74-132-5528,63,62,98,2024-05-30,2025-01-22,611 Fieldstone Drive
52-029-2382,54,86,69,2024-11-26,2024-04-08,08896 Evergreen Avenue
11-053-0107,30,25,11,2024-12-25,2024-06-28,734 Thackeray Avenue
99-194-5600,57,25,98,2024-06-14,2024-05-14,973 Spaight Place
48-289-0604,18,72,71,2024-05-05,2024-06-20,5 Colorado Park
73-010-8323,16,34,89,2024-12-26,2024-04-29,811 Dapin Center
06-068-6793,39,80,68,2024-07-20,2024-08-15,25 Nancy Place
56-054-8664,59,82,69,2024-05-04,2024-03-03,01 Straubel Hill
36-330-5036,79,28,4,2025-02-01,2024-05-17,21 Golden Leaf Hill
65-674-6076,78,61,6,2024-05-27,2024-12-18,9738 Old Shore Trail
87-013-6488,22,10,53,2024-08-08,2024-04-14,07855 Goodland Lane
95-449-1286,10,17,70,2024-12-29,2024-09-08,1 Jackson Pass
95-640-0293,34,32,22,2024-05-02,2025-02-07,31 Sullivan Hill
08-495-6853,74,62,6,2024-12-27,2024-08-14,7943 Amoth Parkway
42-495-7698,10,11,29,2025-02-13,2024-07-22,91 Gateway Pass
83-727-0814,11,87,64,2024-08-30,2024-06-05,28 Boyd Pass
01-050-2246,99,68,1,2024-07-13,2024-09-08,38 Esch Pass
07-858-5487,64,14,44,2024-06-23,2024-12-29,6 Susan Alley
20-283-0111,58,55,5,2024-12-31,2025-01-06,0 Ruskin Way
87-391-9658,26,100,13,2024-11-23,2025-01-07,92486 Laurel Alley
44-782-1395,72,72,68,2024-09-29,2024-11-17,365 Vera Terrace
12-828-1063,36,82,85,2024-04-28,2024-08-05,018 Oxford Crossing
72-989-2512,24,21,4,2024-04-05,2024-10-28,61 Waubesa Court
53-667-4109,16,75,42,2024-07-23,2024-05-24,992 East Point
93-772-3085,39,19,18,2024-03-30,2025-01-20,07359 Porter Park
92-652-3737,89,56,74,2024-11-10,2024-10-01,66330 Northridge Street
74-404-0582,57,82,59,2024-09-10,2024-06-11,07 Maple Wood Drive
19-244-9890,61,22,98,2024-03-07,2024-11-09,620 Mockingbird Pass
01-839-6534,56,28,76,2024-10-25,2024-09-02,8 Hazelcrest Street
58-229-1358,21,24,2,2024-04-05,2024-09-28,1 Lillian Plaza
80-025-6757,59,29,100,2024-04-04,2025-01-01,183 Algoma Trail
35-031-1497,20,68,20,2025-01-09,2024-11-02,581 Oneill Crossing
26-629-5920,99,6,88,2024-05-15,2024-12-14,77563 Russell Lane
51-000-8113,24,27,35,2024-10-14,2024-11-20,51369 Dawn Hill
93-571-7294,78,94,7,2024-09-06,2024-05-22,76 Fisk Park
48-770-6319,52,31,18,2024-04-28,2025-02-02,34 Fremont Point
74-818-3306,45,70,98,2024-08-10,2024-05-09,62 Thackeray Center
15-082-9124,89,35,19,2025-01-31,2024-05-07,38 Dawn Street
66-854-5736,63,57,11,2025-01-11,2024-05-10,50880 Nobel Road
90-128-7973,49,3,7,2024-09-19,2024-03-13,46989 Crescent Oaks Junction
60-198-7050,26,59,54,2024-08-10,2024-03-19,5306 Arkansas Avenue
70-206-4860,93,68,71,2025-02-09,2024-09-17,75 High Crossing Junction
25-353-2067,81,16,69,2025-01-06,2024-07-25,59449 Sherman Parkway
93-218-8108,74,60,27,2024-06-17,2024-11-17,9848 Little Fleur Point
95-262-6208,19,78,90,2024-12-24,2024-07-29,44662 American Plaza
02-484-0206,64,97,91,2024-11-25,2024-08-02,60 Main Pass
08-226-5155,49,93,15,2024-04-27,2024-04-27,81503 Graedel Plaza
47-581-0363,99,10,88,2024-07-14,2025-01-20,8 Dawn Court
04-104-6993,60,1,42,2024-11-16,2024-10-15,55095 Northview Drive
45-380-4627,90,1,40,2024-10-20,2025-02-16,0 Thackeray Point
41-240-8856,79,53,12,2024-08-18,2025-01-10,8 Autumn Leaf Drive
81-573-0943,22,58,2,2025-02-07,2024-11-14,20 Marcy Circle
67-725-6830,51,47,6,2024-11-23,2024-06-18,9 Victoria Point
55-154-4728,65,63,41,2024-04-02,2024-03-29,96 Westridge Junction
41-526-4036,55,25,87,2024-05-13,2025-01-29,38726 Gina Pass
86-273-9377,18,86,20,2024-12-26,2024-11-29,1 Hollow Ridge Park
98-499-2220,37,3,45,2024-10-25,2024-11-21,27 School Court
50-930-4751,88,40,29,2025-02-24,2024-02-25,80380 Valley Edge Road
88-304-2855,20,51,33,2024-04-03,2025-02-12,0 Delladonna Place
69-743-0161,99,54,71,2024-10-22,2024-11-21,583 Loftsgordon Road
40-902-1995,46,88,20,2024-10-08,2024-04-01,1519 Delaware Court
50-329-3360,19,77,66,2024-11-07,2024-08-25,72 Crownhardt Circle
03-441-4252,12,83,93,2024-10-27,2024-07-24,6 Bobwhite Alley
97-093-4278,69,98,89,2024-10-29,2024-06-01,467 Dexter Pass
01-820-5784,63,38,77,2024-12-23,2024-04-26,6982 Crownhardt Circle
31-803-5001,78,16,37,2024-10-12,2024-06-01,64 1st Plaza
61-317-9944,72,20,71,2024-06-29,2024-10-29,21844 Artisan Trail
56-303-5256,58,24,25,2024-08-24,2024-03-21,3 Hermina Circle
86-672-4191,88,22,61,2025-01-04,2025-02-08,18 Troy Avenue
34-547-0827,54,53,33,2024-04-07,2024-07-05,18 Comanche Junction
20-387-7746,64,10,100,2024-10-14,2024-10-27,9050 Dorton Pass
50-329-3145,12,54,48,2024-11-06,2024-04-21,591 Maple Wood Drive
02-559-8196,61,14,49,2024-06-10,2024-07-25,545 Linden Alley
69-834-2874,28,62,81,2024-03-27,2024-10-07,39 Oxford Drive
27-474-0056,23,6,40,2024-03-20,2024-06-19,538 Bayside Parkway
66-378-7532,87,51,67,2025-01-07,2024-05-06,88678 Bayside Park
28-185-7303,59,31,3,2024-09-15,2024-10-22,25696 Westerfield Alley
19-854-3663,13,88,11,2024-11-19,2024-12-14,4 Dakota Avenue
42-175-1648,81,87,15,2025-01-08,2024-09-09,72778 Loftsgordon Center
56-657-4387,61,77,45,2024-03-21,2024-06-22,5 Lyons Street
05-720-8792,80,91,36,2024-03-24,2024-10-26,2 Northview Avenue
84-151-2114,39,57,54,2024-12-06,2024-08-11,12 Rigney Street
10-378-9729,69,21,68,2024-12-23,2024-09-21,2 Butterfield Pass
53-930-2215,60,43,32,2024-07-05,2024-07-09,292 Utah Street
02-034-6209,22,43,3,2025-02-01,2024-10-08,96 Brown Drive
28-003-8065,79,47,51,2024-07-19,2025-01-28,65 Merry Circle
19-021-5024,47,63,86,2024-05-19,2024-05-07,4 Heffernan Lane
07-846-4804,20,25,73,2024-10-08,2024-09-25,2 Fair Oaks Pass
70-542-4269,41,22,11,2024-06-19,2024-04-17,7 Victoria Hill
52-797-6961,46,80,88,2024-09-19,2024-06-17,13799 Quincy Park
66-327-2821,67,57,36,2024-08-02,2024-05-27,703 Hermina Center
12-093-9863,51,19,96,2024-11-23,2024-06-26,6748 Mitchell Road
08-396-2704,42,12,28,2024-03-10,2024-05-10,160 Crowley Center
72-970-0239,85,86,21,2024-06-30,2024-07-18,73966 Pond Trail
03-940-0630,23,43,75,2024-11-08,2024-04-03,27408 Burning Wood Street
67-130-4114,84,26,37,2024-04-15,2025-01-24,9327 Hanover Way
32-270-1385,28,38,23,2024-10-28,2024-08-08,0500 Calypso Pass
85-510-2915,62,49,38,2024-12-16,2024-10-09,8 Merrick Lane
00-842-9790,65,94,4,2024-07-31,2024-12-28,53894 Myrtle Place
49-377-9731,18,8,68,2024-06-02,2024-04-19,3 Meadow Valley Court
96-682-8546,70,29,24,2024-03-31,2024-09-17,97 Walton Avenue
92-837-8839,23,71,32,2024-04-14,2024-08-18,95 Lerdahl Park
68-732-5919,26,83,24,2025-02-07,2024-05-17,56 Bonner Point
37-064-7275,20,42,45,2024-03-22,2024-09-22,149 Lawn Way
43-193-9915,55,58,6,2025-01-17,2024-09-23,61 Transport Parkway
45-992-5653,82,67,67,2024-03-25,2024-10-19,5 Fisk Point
45-852-2446,73,12,28,2024-09-15,2024-11-29,56 Petterle Circle
57-394-4703,81,83,36,2024-10-26,2024-10-16,38 Banding Lane
07-679-1199,20,65,61,2024-07-04,2024-10-15,1991 Kropf Way
47-221-3391,78,38,27,2024-04-06,2024-09-12,0023 Upham Road
80-698-0324,84,58,28,2024-04-17,2024-05-25,7 Duke Parkway
36-383-3677,32,38,23,2024-06-16,2025-02-02,7 Anzinger Lane
42-907-6946,90,75,6,2024-07-06,2024-08-31,093 Anhalt Crossing
96-209-1739,70,81,75,2024-09-08,2024-02-29,779 Ridgeway Street
36-679-4670,90,22,20,2024-06-30,2025-01-13,5 Warner Court
08-637-9335,100,7,14,2024-12-16,2024-07-25,9 Cardinal Alley
56-875-3717,89,54,15,2024-10-09,2024-05-03,32 Cottonwood Pass
86-978-6666,38,43,28,2024-10-01,2024-09-15,21343 Brentwood Circle
41-475-5305,61,20,29,2024-04-19,2024-09-12,88 Hooker Parkway
25-911-7736,75,48,25,2024-12-11,2024-08-29,72090 Northfield Place
28-433-8533,87,70,77,2024-05-08,2025-02-02,8 Mayer Trail
84-624-0201,71,77,30,2024-07-17,2025-01-20,9 Eastlawn Crossing
45-634-0679,98,100,34,2024-10-13,2024-08-27,9 Anhalt Trail
93-014-4256,19,92,41,2025-01-05,2024-10-13,6 Bay Road
24-989-3302,85,90,16,2024-05-25,2024-07-30,736 Redwing Parkway
46-415-8633,71,36,45,2025-01-29,2025-01-02,5 Eggendart Parkway
73-117-6105,44,48,77,2024-08-23,2025-01-23,955 4th Road
53-710-7630,25,95,71,2024-06-25,2025-01-14,996 Thierer Center
10-617-7581,24,14,5,2024-06-20,2024-06-17,0 Lawn Parkway
66-312-5511,44,97,76,2024-05-27,2024-12-15,959 Dorton Pass
87-423-8486,63,4,46,2024-08-17,2024-03-09,5 Homewood Street
64-493-5270,69,59,29,2024-10-30,2024-05-22,4571 Fremont Way
31-255-9616,88,71,9,2024-03-14,2024-03-16,9440 Coleman Drive
26-799-3714,74,2,45,2024-02-29,2024-04-06,49225 Homewood Place
64-119-7804,98,43,9,2024-06-25,2024-12-29,06584 Mendota Avenue
74-181-4135,22,19,4,2024-04-18,2024-09-17,79878 Katie Trail
34-369-7712,55,96,40,2024-05-16,2024-06-06,0 Lerdahl Parkway
31-157-1822,96,80,20,2024-12-19,2025-01-28,803 Cottonwood Crossing
27-459-0724,91,7,64,2024-11-09,2025-02-24,4 Duke Way
