Product_ID,Sales_Volume,Last_Order_Date
91-426-3204,76,2024-04-14
40-913-9772,68,2024-03-03
89-922-4773,92,2024-07-02
17-236-0566,61,2024-03-02
74-234-0628,56,2024-12-15
80-441-7249,31,2024-04-14
54-708-7327,52,2024-03-28
15-846-7959,48,2024-12-01
44-368-7112,32,2024-05-02
03-833-3577,81,2024-08-20
47-548-6500,23,2024-03-07
12-342-4482,66,2024-09-30
07-834-3320,100,2024-03-07
16-187-5729,90,2024-03-21
64-109-7362,37,2024-07-09
06-655-5498,51,2024-07-09
24-975-4231,55,2024-07-09
98-652-9569,72,2025-02-17
25-522-6043,77,2024-08-19
28-275-5901,49,2024-04-23
96-164-0607,91,2024-12-20
93-815-0565,53,2024-08-12
63-918-8253,41,2024-07-04
57-167-0669,29,2025-02-17
52-402-9245,93,2025-02-12
17-647-0503,97,2024-05-24
67-984-5368,31,2024-10-04
77-827-0820,51,2024-11-06
27-387-0428,92,2024-11-29
79-350-5841,93,2024-09-05
44-128-2185,51,2024-07-10
48-789-9187,84,2024-06-26
21-809-7115,46,2024-07-22
19-323-0506,75,2024-04-28
04-637-8815,34,2024-11-27
60-644-6596,96,2025-01-05
58-005-5343,89,2024-05-03
67-382-4435,46,2024-12-21
09-335-7793,30,2024-09-07
46-496-2930,85,2024-10-26
35-353-4068,33,2024-12-18
45-050-4720,85,2024-07-05
87-104-0187,52,2024-05-28
85-806-8672,39,2024-10-12
54-281-3746,36,2024-03-10
35-257-9312,100,2024-10-12
63-897-8088,35,2024-06-07
24-986-5091,83,2024-06-25
17-504-3699,98,2024-06-15
23-395-3157,55,2024-07-30
28-107-4953,82,2024-11-12
46-083-7058,34,2024-08-27
68-436-1268,95,2024-08-17
93-198-5984,50,2024-05-14
24-571-1080,21,2025-02-21
73-874-7534,72,2024-11-08
07-337-9889,49,2024-08-15
28-197-9246,22,2024-07-11
83-400-9746,58,2024-07-12
24-579-6500,81,2024-06-12
64-418-8356,98,2024-11-13
15-884-7413,63,2024-05-23
79-494-2472,39,2024-04-19
36-177-0573,78,2024-10-02
79-920-2395,92,2024-05-08
96-961-2193,36,2024-08-16
69-578-7930,44,2024-03-18
40-205-8252,45,2024-10-05
18-107-7886,74,2024-11-07
35-328-8392,20,2024-03-18
21-650-9319,67,2025-01-28
99-894-4351,58,2025-02-24
63-168-6018,74,2024-10-03
26-000-1012,69,2024-11-29
13-900-9016,38,2025-01-06
88-408-0310,28,2024-03-31
73-997-6251,44,2024-10-15
50-679-2072,82,2024-05-03
89-673-1543,85,2024-03-28
56-937-8675,41,2024-05-31
14-836-2894,41,2025-01-11
87-903-3486,79,2024-09-10
07-617-6934,48,2024-12-21
31-403-6234,22,2024-11-24
29-092-3453,31,2024-05-07
34-709-9237,26,2024-03-13
13-962-6263,97,2024-12-23
06-731-2162,61,2024-10-07
10-768-2443,56,2024-03-05
36-372-2295,37,2024-10-22
34-538-1180,23,2024-11-03
98-148-0940,67,2024-04-02
38-390-2115,43,2024-03-06
02-974-8526,97,2024-04-05
29-377-7040,68,2024-05-29
84-327-7787,94,2024-08-26
82-231-4245,69,2024-08-28
70-005-5970,66,2024-10-02
63-936-0145,70,2024-06-08
08-196-2703,86,2024-11-29
22-778-3553,30,2024-10-24
37-610-1999,71,2024-10-19
09-618-2842,52,2024-03-21
28-968-4195,22,2024-07-17
55-680-0982,25,2025-01-14
43-851-9440,100,2024-05-11
14-331-3739,99,2024-10-15
54-830-6971,85,2024-12-25
53-008-2419,31,2024-04-10
39-358-3340,60,2024-03-25
28-146-2641,35,2024-12-21
83-556-0996,95,2025-02-20
53-805-9523,54,2024-03-19
82-977-7752,58,2024-12-28
62-393-9939,95,2024-06-02
31-745-6850,98,2024-10-24
86-692-2312,22,2024-12-07
28-044-4102,91,2024-03-01
